Denier,Changeable Heel,Flare Potential,Shoe Warranty,Handle Type,Ball Quality,Bag Warranty,Bag Style,Brunswick Product Line,Fragrance,Particle Load,Performance,Roto Grip Product Line,Durometer,Viz Style,Changeable Sole,Mass Bias Diff,Finish,Storm Product Line,Brand,Ball Color,Bag Size,RG,Perfect Scale,Factory Finish,Release Date,Core Type,Laces/Easy Strap,Shoe Mfg Part #,Ball Sports League,Gender,Differential,Product ID,OTB Style,Bag Mfg Part #,Ball Warranty,name,Shoe Size Capacity,Coverstock,url,Core Name,Holds Shoes,Lane Condition,Breakpoint Shape,Shoe Color,Bowling Hand (Shoes),Coverstock Name,Bag Color
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Columbia 300,Yellow/Indigo,,2.46,187.8,"800 Abranet, 1000, 2000 Abralon, Factory Finish",07/09/2013,Symmetric,,,,,0.040,10841,,,1 Year,Columbia 300 Disruption,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/10841/disruption.html,Resurgence,,Medium,Skid/Flip,,,New Era Solid,
,,5â€ - 6â€ (High),,,First Quality,,,,Fruit Punch,,High Performance[8],,73-75,,,,Matte,,Storm,Red/Magenta/Black,,2.48,204.5,2000-grit Abralonâ„¢,06/24/2008,,,,,,0.048,6968,,,,Storm Dimension Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6968/dimension-pro-pin.html,Continuumâ„¢ Core,,Medium-Heavy,,,,R2Xâ„¢ Solid Reactive,
,,High,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,DV8,Purple Pearl/Pink Solid,,2.567,202.50,500/4000 Siaair Micro Pad,1/28/2015,Symmetric,,,,,0.052,11865,,,2 Year,DV8 Diva Divine,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/dv8/11865/diva-divine.html,Diva,,Medium-Heavy,Length with Backend,,,Class 7G Hybrid,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,DV8,Black/Pink Solid,,2.568,199.8,500 Grit Siaair; Rough Buff; High Gloss Polish,01/23/2013,Symmetric,,,,,0.052,10683,,,2 Year,DV8 Diva,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/10683/diva.html,Diva,,Medium-Heavy,Long and Continuous,,,Class 6C Solid Reactive,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,Dora The Explorer,,,5.0,,,,,,,,,6980,,,1 Year,Viz-A-Ball Dora The Explorer,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/6980/dora-the-explorer-10-12-only.html,,,Dry,,,,,
,,High,,,First Quality,,,,,,High Performance[8],,,,,0.019,Polished,,900 Global,Blue/Emerald Green Pearl,,2.532,203.5,Polished,11/05/2012,Asymmetric,,,,,0.054,10619,,,,900 Global Dirty Look,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/10619/dirty-look-12-16-only.html,Med-High RG Asymmetric,,Medium-Heavy,,,,S73 Pearl,
,,High,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,DV8,Purple/Silver,,2.516,211.2,"500 Siaair, Royal Compound",1/26/2016,Symmetric,,,,,0.052,12452,,,2 Year,DV8 Diva XOXO,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/12452/diva-xoxo.html,Diva,,Medium-Heavy,All-Purpose with Flip,,,Composite Flip Pearl,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.012,Polished,,Pyramid,Blue/Black/White Pearl,,2.48,231.20,2000 Grit Abralon/Factory Finish Polish,03/03/2015,Asymmetric,,,,,0.039,11784,,,2 Year,Pyramid Divergent Path Pearl RETIRED,,Pearl Reactive,https://www.bowlingball.com/products/bowling-balls/pyramid/11784/divergent-path-pearl-13-16-only.html,SG 19.5 Dual Density Asymmetric,,Heavy,Skid/Flip,,,GPS Navigational ATX Pearl,
,,5â€ - 6â€ (High),,,First Quality,,,,Butterscotch,,High Performance[8],,74-76 Rex D-scale,,,,Matte,Master,Storm,Fire/Wine/Charcoal,,2.478,185.6,1000-grit Matte,08/22/2006,,,,,,0.055,4534,,,,Storm Double Agent,,Particle,https://www.bowlingball.com/products/bowling-balls/storm/4534/double-agent.html,EMCâ„¢ Enhanced Motion Control,,Medium-Heavy,,,,Reactorâ„¢ Pearl Particle,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,0.020,Polished,,AMF 300,Charcoal Grey/Burnt Orange,,2.520,179.9,Polished,12/28/2010,Asymmetric,,,,,0.040,9119,,,,AMF 300 Double Clutch Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/9119/double-clutch-pearl.html,,,Medium,,,,F55 Pearl,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Matte,,AMF 300,Royal Blue/Black,,2.52,176.8,2000 Abralon,06/15/2010,Asymmetric,,,,,0.040,8545,,,,AMF 300 Double Clutch,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/amf-300/8545/double-clutch.html,,,Medium-Heavy,,,,F64,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.024,Polished,,900 Global,Red/Blue/Carbon,,2.48,229.6,2000 Grit Polished,08/15/2014,Asymmetric,,,,,0.054,11705,,,1 Year,900 Global Dream,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/11705/dream.html,Identity,,Medium-Heavy,Long and Strong,,,74 Response Pearl,
,,"5""+",,,Second,,,,,,Pro Performance[10],,,,,,Matte,,Lane #1,Black,,2.516,206.3,4000 Grit Abralon,,Symmetric,,,,,.049,7642,,,1 Year,Lane #1 Dynamo 2nd,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/7642/dynamo-2nd.html,HurricaneTM Patented Diamond,,Heavy,,,,CATEGORY-5,
,,"5""+",,,First Quality,,,,,,Pro Performance[10],,,,,,Polished,,Lane #1,Purple,,2.467,145,,05/18/2010,Symmetric,,,,,0.049,8470,,,,Lane #1 Dynamo X2 Dry Limited Edition,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/8470/dynamo-x2-dry-limited-edition.html,Hurricane Patented Diamond,,Dry,,,,Limited Edition Dry Reactive,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.024,Matte,,900 Global,Pink/Blue/Black,,2.48,232.5,4000 Grit,07/06/15,Asymmetric,,,,,0.054,12166,,,1 Year,900 Global Dream Big,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/12166/dream-big.html,Identity,,Heavy,Strong and Smooth,,,79 Alert Solid,
,,"5""+",,,First Quality,,,,,,Pro Performance[10],,,,,,Polished,,Lane #1,Midnight Blue,,2.467,181.5,,08/01/2009,Symmetric,,,,,0.049,7453,,,,Lane #1 Dynamo X2,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/7453/dynamo-x2.html,Hurricane Patented Diamond,,Medium-Heavy,,,,Hybrid ISO Solid Reactive,
,,"5""+",,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Lane #1,Black,,2.516,211.3,4000 Grit Abralon,01/11/2010,Symmetric,,,,,.049,6970,,,1 Year,Lane #1 Dynamo,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/6970/dynamo.html,HurricaneTM Patented Diamond,,Heavy,,,,CATEGORY-5,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Brunswick,Dark Navy,,2.569,126.6,,,,,,,,,6435,,,,Brunswick Dry Zone Solid - Overseas Release - bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/6435/dry-zone-solid-overseas-release-bowlingballcom-exclusive.html,,,Dry,,,,,
,,"5""+",,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Lane #1,Black,,2.516,206.3,4000 Grit Abralon,,Symmetric,,,,,.049,7643,,,1 Year,Lane #1 Dynamo XPO,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/7643/dynamo-xpo.html,HurricaneTM Patented Diamond,,Heavy,,,,CATEGORY-5,
,,7+ Inches (High),,,Second,,,,,,Pro Performance[10],International,73-75 Rex D-scale,,,.012,Matte,,Roto Grip,Strawberry/Copper/Royal,,2.50,215.1,4000-grit Abralonâ„¢,,Asymmetric,,,,,2.50,7730,,,,Roto Grip Dynasty 2nd - Overseas Release,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/roto-grip/7730/dynasty-2nd-overseas-release.html,CAMâ„¢ Core,,Heavy,,,,Cyto-Xâ„¢ Hybrid Reactive,
,,Medium,,,First Quality,,,,,,High Performance[8],,,,,0.001,Polished,,DV8,Black/Purple,,2.597,196.7,500 Siaair/Royal Compound/Royal Shine,10/31/2013,Symmetric,,,,,0.040,11243,,,2 Year,DV8 Dude,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/dv8/11243/dude.html,Dude,,Medium,Continuous,,,Class 4F Solid Reactive,
,,"4""",,,First Quality,,,,,,Pro Performance[10],,,,,0.012,Sanded,,Lane #1,Neon Green/Black,,2.566,215.8,2000 Abralon,01/30/2012,Asymmetric,,,,,0.045,10124,,,,Lane #1 Droid,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lane-1/10124/droid.html,Cyborg Diamond,,Heavy,Hard Backend Arc,,,Bionic (Blended Ion),
,,7+ Inches (High),,,First Quality,,,,,,Pro Performance[10],International,73-75 Rex D-scale,,,.012,Matte,,Roto Grip,Strawberry/Copper/Royal,,2.50,215.1,4000-grit Abralonâ„¢,,Asymmetric,,,,,.055,7757,,,,Roto Grip Dynasty Pro Pin - Overseas Release,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/roto-grip/7757/dynasty-pro-pin-overseas-release.html,CAMâ„¢ Core,,Heavy,,,,Cyto-Xâ„¢ Hybrid Reactive,
,,"6""+",,,First Quality,,,,,,High Performance[8],,,,,,Polished,,900 Global,Black Pearl,,2.49,190.1,Polished,10/14/2013,Asymmetric,,,,,0.058,11234,,,,900 Global Eagle Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/11234/eagle-pearl-mega-deal.html,Break,,Medium-Heavy,,,,S70 Pearl,
,,"4-5"" (Medium-High)",,,First Quality,,,,,,Advanced Performance[6],,74-76 Rex D-scale,,,,High Polish,,Linds,Fuscia,,2.626,192.5,2000-Grit Abralon w/Polish,01/26/2011,Symmetric,,,,,.047,9222,,,,Linds Easy Flip,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/linds/9222/easy-flip.html,Cylinder Plus,,Medium,,,,Pearl Reactive,
,,"4-5"" (Medium-High)",,,First Quality,,,,,,Advanced Performance[6],,74-76 Rex D-scale,,,,Polished,,Linds,Red,,2.626,192.5,2000-Grit Abralon w/Polish,04/26/2011,Symmetric,,,,,.047,9425,,,1 Year,Linds Easy Flip Red Pearl,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/linds/9425/easy-flip-red.html,Cylinder Plus,,Medium,,,,Pearl Reactive,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,Master,Storm,Red/Silver,,2.470,175.8,,,,,,,,,6555,,,,Storm El Nino Returns,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6555/el-nino-returns.html,,,Medium,,,,,
,,,,,Second,,,,,,Advanced Performance[6],,,,,,Polished,International,Storm,Red/Silver,,2.470,175.8,,,Asymmetric,,,,,,6599,,,,Storm El Nino Returns X Blem,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6599/el-nino-returns-x-blem.html,,,Medium,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Quantum,Fire/Smoke Pearl,,2.513,130.0,,,Symmetric,,,,,,1814,,,,Quantum Elite - bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/quantum/1814/elite-bowlingballcom-exclusive.html,,,Dry,,,,,
,,7+ inches (High),,,First Quality,,,,,,High Performance[8],International,73 - 75,,,.012,Polished,,Roto Grip,Red/Copper Pearl/Black,,2.5,204.6,1500 Polished,,Symmetric,,,,,.055,7394,,,,Roto Grip Empire - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/7394/empire-overseas-release.html,CAMâ„¢ Core,,Medium-Heavy,,,,Cyto-Xâ„¢ Pearl  Reactive,
,,High,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Ebonite,Purple/Navy/Yellow,,2.50,182.2,"800 Abranet, 1000 Abralon, 2000 Abralon with Power",12/01/2011,Symmetric,,,,,0.051,10064,,,,Ebonite Elevate,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/ebonite/10064/elevate.html,V5 Core,,Medium,Length w/ Strong Continuation,,,Traxion Reactive .030 HYBRID,
,,7+ Inches (High),,,First Quality,,,,,,Pro Performance[10],International,73-75 Rex D-scale,,,.012,Matte,,Roto Grip,Strawberry/Copper/Royal,,2.50,215.1,4000-grit Abralon,,Asymmetric,,,,,.055,7749,,,,Roto Grip Dynasty - Overseas Release,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/roto-grip/7749/dynasty-overseas-release.html,CAM Core,,Heavy,,,,Cyto-X Hybrid Reactive,
,,7+ inches (High),,,Second,,,,,,High Performance[8],International,73 - 75,,,.012,Polished,,Roto Grip,Red/Copper Pearl/Black,,2.5,204.6,1500 Polished,,Symmetric,,,,,.055,7348,,,,Roto Grip Empire 2nd - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/7348/empire-2nd-overseas-release.html,CAM Core,,Medium-Heavy,,,,Cyto-X Pearl  Reactive,
,,7+ inches (High),,,First Quality,,,,,,High Performance[8],,73 - 75,,,.012,Polished,,Roto Grip,Red/Copper Pearl/Black,,2.5,204.6,1500 Polished,,Symmetric,,,,,.055,7369,,,,Roto Grip Empire X-Comp - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/7369/empire-x-comp-overseas-release.html,CAMâ„¢ Core,,Medium-Heavy,,,,Cyto-Xâ„¢ Pearl  Reactive,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,,Polished,,Columbia 300,Navy / Purple / Ocean,,2.50,203.8,,09/15/2011,Asymmetric,,,,,0.052,10058,,,,Columbia 300 Encounter,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/10058/encounter.html,Encounter,,Medium-Heavy,Strong Arc,,,Elastin 6.0 Pearl,
,,High,,,First Quality,,,,,,Pro Performance[10],,,,,0.013,Sanded,,DV8,Yellow/Silver/Navy,,2.557,231.9,500/1500 Grit Siaair,07/31/2013,Asymmetric,,,,,0.052,10940,,,,DV8 Endless Nightmare,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/dv8/10940/endless-nightmare.html,Nightmare Low RG,,Heavy,,,,Class 9 Hybrid Reactive,
,,"4""",,,First Quality,,,,,,High Performance[8],,,,,,Polished,,AMF 300,Copper/Turquoise,,2.54,204.5,1500-Grit Polished,10/26/2015,Symmetric,,,,,0.037,12392,,,1 Year,AMF 300 Encore,,Pearl Reactive,https://www.bowlingball.com/products/bowling-balls/amf-300/12392/encore.html,Mallet Symmetric,,Medium-Heavy,Angular,,,F73 Pearl,
,,7+ inches (High),,,First Quality,,,,,,High Performance[8],International,73 - 75,,,.012,Polished,,Roto Grip,Red/Copper Pearl/Black,,2.5,204.6,1500 Polished,,Symmetric,,,,,.055,7360,,,,Roto Grip Empire Pro Pin - Overseas Release,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/7360/empire-pro-pin-overseas-release.html,CAM Core,,Medium-Heavy,,,,Cyto-X Pearl  Reactive,
,,High,,,First Quality,,,,,,Advanced Performance[6],,,,,,Sanded,,Ebonite,Black/Yellow/Blue,,2.50,187.6,"500, 1000, 2000, 3000 Abralon Sanded",07/31/2012,Symmetric,,,,,0.051,10360,,,,Ebonite Endure,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/ebonite/10360/endure.html,V5,,Medium-Heavy,Continuous Ball Motion,,,Traxion Reactive Hybrid .039,
,,,,,First Quality,,,,,,High Performance[8],,,,,.013,,,Ebonite,Black/Red/Silver,,2.49,197.80,500/500/500/1000 Abralon w/ Powerhouse Factory Fin,07/08/2014,Asymmetric,,,,,0.050,11542,,,,Ebonite Energy Source,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/ebonite/11542/energy-source.html,Mission,,Medium,Length with Continuation,,,XL4500 Hybrid,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,0.013,Sanded,,Columbia 300,Royal/Yellow/Crimson,,2.50,216.47,"800, 800 Abranet and 1500, 1500 Abranet Soft",01/08/2013,Asymmetric,,,,,0.052,10687,,,,Columbia 300 Enigma,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/10687/enigma.html,Encounter,,Heavy,,,,Big Hook,
,,,,,First Quality,,,,,,Performance[4],,,,,,Polished,,Quantum,Blue Pearl/Ivory,,,142.2,,,,,,,,,6114,,,,Quantum Entry - Blue Pearl/Ivory,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/quantum/6114/entry-blue-pearlivory.html,,,Medium,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Sanded,,Roto Grip,Crimson/Steel/Charcoal,,2.480,176.5,,,,,,,,,5051,,,,Roto Grip Epic Battle Pro Pin,,Particle,https://www.bowlingball.com/products/bowling-balls/roto-grip/5051/epic-battle-pro-pin.html,,,Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],Crown,,,,,Matte,,Roto Grip,Scarlet/Maroon/Crimson,,2.480,179.5,,03/15/2007,,,,,,,5109,,,,Roto Grip Epic Odyssey Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/5109/epic-odyssey-pro-pin.html,,,Medium-Heavy,,,,,
,,7+ inches (High),,,First Quality,,,,Ultimate Visionâ„¢ Solid  Particle,Medium,High Performance[8],Crown,73 - 75,,,,Matte,,Roto Grip,Purple/Navy/Forest,,2.530,189.8,1000 Abralon,09/12/2007,Asymmetric,,,,,,5729,,,,Roto Grip Epic Quest,,Particle,https://www.bowlingball.com/products/bowling-balls/roto-grip/5729/epic-quest.html,Maximusâ„¢ Core,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],Epic,,,,,Matte,,Roto Grip,Scarlet/Maroon/Crimson,,2.480,179.5,,03/15/2007,,,,,,,5108,,,,Roto Grip Epic Odyssey Pro CG,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/5108/epic-odyssey-pro-cg.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],Crown,,,,,Matte,,Roto Grip,Scarlet/Maroon/Crimson,,2.480,179.5,,03/15/2007,,,,,,,5037,,,,Roto Grip Epic Odyssey,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/5037/epic-odyssey.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],Crown,,,,,Polished,,Roto Grip,Fire Engine Red/Royal Blue,,2.520,159.5,,,,,,,,,5060,,,,Roto Grip Epic Journey Pro Pin,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/roto-grip/5060/epic-journey-pro-pin.html,,,Medium,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Matte,,Roto Grip,Purple/Navy/Forest,,2.530,189.8,,09/12/2007,,,,,,,5979,,,,Roto Grip Epic Quest Pro Pin,,Particle,https://www.bowlingball.com/products/bowling-balls/roto-grip/5979/epic-quest-pro-pin.html,,,Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],Crown,,,,,Polished,,Roto Grip,Navy Solid/Blue Pearl/Silver Pearl,,2.480,175.5,,07/26/2006,,,,,,,4472,,,,Roto Grip Epic Saga,,Particle,https://www.bowlingball.com/products/bowling-balls/roto-grip/4472/epic-saga.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Columbia 300,Electric Blue / Ultra Violet,,2.46,176.1,"800, 1000, 2000, PowerHouse",06/23/2011,Symmetric,,,,,.043,9509,,,,Columbia 300 Eruption,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/columbia-300/9509/eruption.html,Resurgence,,Medium,,,,New Era Skid Flip,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Hammer,Full Spectrum,,2.53,196.9,800/1000/2000/2000 w/ PowerHouse Factory Finish Po,05/17/2011,Asymmetric,,,,,.050,9482,,,,Hammer Epidemic,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/hammer/9482/epidemic.html,Biohazard Core,,Medium,,,,Level 5 Reactive Pearl,
,,Medium,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Columbia 300,Emergency Orange/Fire Pearl,,2.50,193.4,"500 x3, 1000 Abralon with FF at 300RPM",10/07/2014,Symmetric,,,,,0.036,11722,,,1 Year,Columbia 300 Eruption Pro Hybrid,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/columbia-300/11722/eruption-pro-hybrid.html,Modified Resurgence,,Medium,Length with Fast Response to Friction,,,CR 300 Hybrid,
,,,,,Second,,,,,,Advanced Performance[6],,,,,,Matte,Thunder,Storm,Blue,,,178.5,,,,,,,,,6584,,,,Storm Euro Mania X Comp,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/storm/6584/euro-mania-x-comp.html,,,Medium,,,,,
,,Medium,,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Lord Field,Blue / Teal / Magenta,,2.562,187.5,2000 Abralon Sanded,03/13/2012,Symmetric,,,,,0.040,10235,,,,Lord Field Exodus Iron,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/lord-field/10235/exodus-iron.html,X-Boss,,Heavy,,,,Sinchrotron-a,
,,,,,First Quality,,,Pro Performance,,,Pro Performance[10],,75-76,,,,Matte,,Brunswick,"2-Color Pearl, Red/Black",,2.516,207.5,"4,000 Micro pad",01/25/2010,Asymmetric,,,,,0.056,7779,,,,Brunswick Evil Siege,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/7779/evil-siege.html,Mechanical Asymmetric Core Engineering,,Heavy,90,,,Propel Pearl Coverstock,
,,High,,,First Quality,,,,,,Pro Performance[10],HP4,,,,0.018,Polished,,Roto Grip,Raspberry/Orange/Black,,2.52,227.9,1500 Grit Polished,12/8/2015,Asymmetric,,,,,0.056,12423,,,1 Year,Roto Grip Eternal Cell,,Solid Reactive,https://www.bowlingball.com/products/bowling-balls/roto-grip/12423/eternal-cell.html,Nucleus,,Medium,Control,,,72M Solid,
,,,,,First Quality,,,,,,Pro Performance[10],,,,,,Matte,,Ebonite,Navy/Purple/Silver,,2.570,204.9,,07/14/2009,Symmetric,,,,,0.057,7140,,,,Ebonite Evolve,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/ebonite/7140/evolve.html,Evolve 1.0,,Medium-Heavy,Strong Backend Continuation,,,XL1000,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,bowlingball.com,Eye Ball,,0.000,5.0,,12/01/2005,,,,,,,4049,,,,bowlingball.com Eye Ball Viz-A-Ball,,Plastic,https://www.bowlingball.com/products/bowling-balls/bowlingball.com/4049/eye-ball-viz-a-ball.html,,,Dry,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Sanded,,Ebonite,Red/Navy/Yellow,,2.49,191.2,3000 Grit Abralon,01/08/2013,Symmetric,,,,,0.046,10688,,,,Ebonite Exceed,,Hybrid Reactive,https://www.bowlingball.com/products/bowling-balls/ebonite/10688/exceed.html,Verve,,Medium-Heavy,Midlane,,,HTR 3.0 Hybrid,
,,,,,First Quality,,,,,,Polyester[0],,,,,,High Polish,,Viz-A-Ball,Fiona,,0.000,5.0,,,,,,,,,3586,,,,Viz-A-Ball Fiona,,Plastic,https://www.bowlingball.com/products/bowling-balls/viz-a-ball/3586/fiona-15-only.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Entry Performance[2],,,,,,Sanded,,AMF 300,Red,,0.000,49.5,,,Symmetric,,,,,,5352,,,,AMF 300 Focus Red Urethane,,Urethane,https://www.bowlingball.com/products/bowling-balls/amf-300/5352/focus-red-urethane.html,,,Dry,,,,,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Matte,,900 Global,Black,,2.480,169.9,2000 Grit Abralon,06/14/2010,Symmetric,,,,,.040,8538,,,,900 Global Favorite,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/900-global/8538/favorite.html,,,Medium-Heavy,,,,S57,
,,,,,First Quality,,,,,,Advanced Performance[6],,,,,,Polished,,Brunswick,Red Pearl/Orange Pearl,,2.539,182.9,,12/05/2008,,,,,,,7027,,,,Brunswick Firing Inferno Blem,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/brunswick/7027/firing-inferno-blem.html,,,Medium-Heavy,,,,,
,,,,,First Quality,,,,,,High Performance[8],,,,,,Polished,,Quantum,Fire Red,,0.000,165.5,,,,,,,,,1615,,,,Quantum Fire -  bowlingball.com Exclusive,,Reactive Resin,https://www.bowlingball.com/products/bowling-balls/quantum/1615/fire-bowlingballcom-exclusive.html,,,Medium,,,,,
